covert_dcacheBW_intel, 1306.505825509429 , 0.06
covert_dcacheBW_intel, 1365.5067011521278 , 0.02
covert_dcacheBW_intel, 1192.0394750744913 , 0.03
covert_dcacheBW_intel, 1346.0231926888423 , 0.0
covert_dcacheBW_intel, 1366.0055610022662 , 0.05
covert_dcacheBW_intel, 1138.934380725032 , 0.04
covert_dcacheBW_intel, 1334.981453744148 , 0.05
covert_dcacheBW_intel, 1351.677170323141 , 0.04
covert_dcacheBW_intel, 1414.8089368385563 , 0.0
covert_dcacheBW_intel, 1315.9360137659628 , 0.04
covert_fetch_intel, 1357.002544571443 , 0.03
covert_fetch_intel, 1711.6585321854861 , 0.03
covert_fetch_intel, 1676.7814371257484 , 0.07
covert_fetch_intel, 1352.4232816215604 , 0.05
covert_fetch_intel, 1182.9472401574253 , 0.05
covert_fetch_intel, 1375.9198450787237 , 0.05
covert_fetch_intel, 1252.0413091125226 , 0.08
covert_fetch_intel, 1605.584857297777 , 0.04
covert_fetch_intel, 1323.2478237301107 , 0.08
covert_fetch_intel, 1622.8321232388355 , 0.05
